episode,step,s0,s1,s2,s3,a,r,s_0,s_1,s_2,s_3,p0,p1
23,30,-0.123,-1.481,-0.016,0.859,1,1.0,-0.153,-1.292,0.001,0.702,0.6,1.5
23,31,-0.153,-1.292,0.001,0.702,1,1.0,-0.179,-1.103,0.015,0.549,0.6,1.5
23,32,-0.179,-1.103,0.015,0.549,1,1.0,-0.201,-0.915,0.026,0.397,0.6,1.5
23,33,-0.201,-0.915,0.026,0.397,0,1.0,-0.219,-1.104,0.034,0.555,0.6,1.5
23,34,-0.219,-1.104,0.034,0.555,0,1.0,-0.241,-1.293,0.045,0.715,0.6,1.5
23,35,-0.241,-1.293,0.045,0.715,1,1.0,-0.267,-1.104,0.059,0.569,0.6,1.5
23,36,-0.267,-1.104,0.059,0.569,0,1.0,-0.289,-1.294,0.071,0.732,0.6,1.5
23,37,-0.289,-1.294,0.071,0.732,0,1.0,-0.315,-1.483,0.085,0.896,0.6,1.5
23,38,-0.315,-1.483,0.085,0.896,1,1.0,-0.345,-1.295,0.103,0.758,0.6,1.5
23,39,-0.345,-1.295,0.103,0.758,1,1.0,-0.37,-1.107,0.119,0.623,0.6,1.5
23,40,-0.37,-1.107,0.119,0.623,0,1.0,-0.393,-1.296,0.131,0.794,0.6,1.5
23,41,-0.393,-1.296,0.131,0.794,0,1.0,-0.419,-1.486,0.147,0.966,0.6,1.5
23,42,-0.419,-1.486,0.147,0.966,1,1.0,-0.448,-1.298,0.166,0.839,0.6,1.5
23,43,-0.448,-1.298,0.166,0.839,1,1.0,-0.474,-1.111,0.183,0.717,0.6,1.5
23,44,-0.474,-1.111,0.183,0.717,1,1.0,-0.496,-0.923,0.197,0.599,0.6,1.5
23,45,-0.496,-0.923,0.197,0.599,0,1.0,-0.515,-1.113,0.209,0.778,0.6,1.5
23,46,-0.515,-1.113,0.209,0.778,0,1.0,-0.537,-1.303,0.225,0.957,0.6,1.5
24,0,-0.017,-0.009,0.007,0.001,0,1.0,-0.017,-0.2,0.007,0.198,0.68,1.3
24,1,-0.017,-0.2,0.007,0.198,1,1.0,-0.021,-0.01,0.011,0.004,0.68,1.3
24,2,-0.021,-0.01,0.011,0.004,0,1.0,-0.021,-0.2,0.012,0.202,0.68,1.3
24,3,-0.021,-0.2,0.012,0.202,0,1.0,-0.025,-0.391,0.016,0.4,0.68,1.3
24,4,-0.025,-0.391,0.016,0.4,0,1.0,-0.033,-0.582,0.024,0.598,0.68,1.3
24,5,-0.033,-0.582,0.024,0.598,1,1.0,-0.045,-0.392,0.036,0.408,0.68,1.3
24,6,-0.045,-0.392,0.036,0.408,1,1.0,-0.053,-0.201,0.044,0.22,0.68,1.3
24,7,-0.053,-0.201,0.044,0.22,1,1.0,-0.057,-0.011,0.048,0.034,0.68,1.3
24,8,-0.057,-0.011,0.048,0.034,0,1.0,-0.057,-0.202,0.049,0.239,0.68,1.3
24,9,-0.057,-0.202,0.049,0.239,0,1.0,-0.061,-0.393,0.054,0.445,0.68,1.3
24,10,-0.061,-0.393,0.054,0.445,1,1.0,-0.069,-0.203,0.062,0.261,0.68,1.3
24,11,-0.069,-0.203,0.062,0.261,1,1.0,-0.073,-0.013,0.068,0.08,0.68,1.3
24,12,-0.073,-0.013,0.068,0.08,1,1.0,-0.073,0.177,0.069,-0.101,0.68,1.3
24,13,-0.073,0.177,0.069,-0.101,0,1.0,-0.07,-0.014,0.067,0.108,0.68,1.3
24,14,-0.07,-0.014,0.067,0.108,1,1.0,-0.07,0.176,0.069,-0.072,0.68,1.3
24,15,-0.07,0.176,0.069,-0.072,1,1.0,-0.066,0.366,0.068,-0.252,0.68,1.3
24,16,-0.066,0.366,0.068,-0.252,0,1.0,-0.059,0.174,0.063,-0.043,0.68,1.3
24,17,-0.059,0.174,0.063,-0.043,0,1.0,-0.056,-0.017,0.062,0.165,0.68,1.3
24,18,-0.056,-0.017,0.062,0.165,0,1.0,-0.056,-0.208,0.065,0.372,0.68,1.3
24,19,-0.056,-0.208,0.065,0.372,0,1.0,-0.06,-0.399,0.073,0.58,0.68,1.3
24,20,-0.06,-0.399,0.073,0.58,0,1.0,-0.068,-0.591,0.084,0.79,0.68,1.3
24,21,-0.068,-0.591,0.084,0.79,1,1.0,-0.08,-0.401,0.1,0.614,0.68,1.3
24,22,-0.08,-0.401,0.1,0.614,0,1.0,-0.088,-0.592,0.113,0.828,0.68,1.3
24,23,-0.088,-0.592,0.113,0.828,1,1.0,-0.1,-0.403,0.129,0.659,0.68,1.3
24,24,-0.1,-0.403,0.129,0.659,1,1.0,-0.108,-0.213,0.142,0.494,0.68,1.3
24,25,-0.108,-0.213,0.142,0.494,1,1.0,-0.112,-0.024,0.152,0.333,0.68,1.3
24,26,-0.112,-0.024,0.152,0.333,0,1.0,-0.113,-0.216,0.159,0.554,0.68,1.3
24,27,-0.113,-0.216,0.159,0.554,0,1.0,-0.117,-0.408,0.17,0.776,0.68,1.3
24,28,-0.117,-0.408,0.17,0.776,1,1.0,-0.125,-0.219,0.185,0.622,0.68,1.3
24,29,-0.125,-0.219,0.185,0.622,1,1.0,-0.129,-0.031,0.198,0.473,0.68,1.3
24,30,-0.129,-0.031,0.198,0.473,1,1.0,-0.13,0.158,0.207,0.328,0.68,1.3
24,31,-0.13,0.158,0.207,0.328,1,1.0,-0.127,0.346,0.214,0.185,0.68,1.3
25,0,-0.034,-0.05,-0.028,-0.013,1,1.0,-0.035,0.209,-0.029,-1.72,0.26,0.1
25,1,-0.035,0.209,-0.029,-1.72,1,1.0,-0.031,0.469,-0.063,-3.427,0.26,0.1
25,2,-0.031,0.469,-0.063,-3.427,1,1.0,-0.021,0.73,-0.132,-5.186,0.26,0.1
25,3,-0.021,0.73,-0.132,-5.186,0,1.0,-0.007,0.48,-0.235,-3.754,0.26,0.1
26,0,-0.001,-0.027,-0.043,0.021,0,1.0,-0.001,-0.212,-0.043,0.102,0.23,1.9
26,1,-0.001,-0.212,-0.043,0.102,0,1.0,-0.006,-0.398,-0.041,0.183,0.23,1.9
26,2,-0.006,-0.398,-0.041,0.183,1,1.0,-0.014,-0.212,-0.037,0.095,0.23,1.9
26,3,-0.014,-0.212,-0.037,0.095,0,1.0,-0.018,-0.397,-0.035,0.176,0.23,1.9
26,4,-0.018,-0.397,-0.035,0.176,1,1.0,-0.026,-0.211,-0.032,0.088,0.23,1.9
26,5,-0.026,-0.211,-0.032,0.088,0,1.0,-0.03,-0.397,-0.03,0.17,0.23,1.9
26,6,-0.03,-0.397,-0.03,0.17,0,1.0,-0.038,-0.583,-0.027,0.252,0.23,1.9
26,7,-0.038,-0.583,-0.027,0.252,0,1.0,-0.05,-0.768,-0.021,0.335,0.23,1.9
26,8,-0.05,-0.768,-0.021,0.335,0,1.0,-0.065,-0.954,-0.015,0.418,0.23,1.9
26,9,-0.065,-0.954,-0.015,0.418,1,1.0,-0.084,-0.768,-0.006,0.332,0.23,1.9
26,10,-0.084,-0.768,-0.006,0.332,0,1.0,-0.099,-0.954,0.0,0.416,0.23,1.9
26,11,-0.099,-0.954,0.0,0.416,0,1.0,-0.118,-1.139,0.009,0.501,0.23,1.9
26,12,-0.118,-1.139,0.009,0.501,1,1.0,-0.141,-0.954,0.019,0.417,0.23,1.9
26,13,-0.141,-0.954,0.019,0.417,1,1.0,-0.16,-0.768,0.027,0.334,0.23,1.9
26,14,-0.16,-0.768,0.027,0.334,0,1.0,-0.176,-0.954,0.034,0.421,0.23,1.9
26,15,-0.176,-0.954,0.034,0.421,1,1.0,-0.195,-0.768,0.042,0.339,0.23,1.9
26,16,-0.195,-0.768,0.042,0.339,1,1.0,-0.21,-0.583,0.049,0.258,0.23,1.9
26,17,-0.21,-0.583,0.049,0.258,1,1.0,-0.222,-0.397,0.054,0.178,0.23,1.9
26,18,-0.222,-0.397,0.054,0.178,1,1.0,-0.23,-0.212,0.058,0.098,0.23,1.9
26,19,-0.23,-0.212,0.058,0.098,0,1.0,-0.234,-0.398,0.059,0.188,0.23,1.9
26,20,-0.234,-0.398,0.059,0.188,1,1.0,-0.242,-0.212,0.063,0.108,0.23,1.9
26,21,-0.242,-0.212,0.063,0.108,0,1.0,-0.246,-0.398,0.065,0.199,0.23,1.9
26,22,-0.246,-0.398,0.065,0.199,1,1.0,-0.254,-0.213,0.069,0.12,0.23,1.9
26,23,-0.254,-0.213,0.069,0.12,1,1.0,-0.258,-0.027,0.072,0.042,0.23,1.9
26,24,-0.258,-0.027,0.072,0.042,0,1.0,-0.259,-0.213,0.073,0.133,0.23,1.9
26,25,-0.259,-0.213,0.073,0.133,0,1.0,-0.263,-0.399,0.075,0.225,0.23,1.9
26,26,-0.263,-0.399,0.075,0.225,0,1.0,-0.271,-0.585,0.08,0.316,0.23,1.9
26,27,-0.271,-0.585,0.08,0.316,0,1.0,-0.283,-0.771,0.086,0.408,0.23,1.9
26,28,-0.283,-0.771,0.086,0.408,0,1.0,-0.298,-0.957,0.094,0.501,0.23,1.9
26,29,-0.298,-0.957,0.094,0.501,0,1.0,-0.317,-1.143,0.104,0.594,0.23,1.9
26,30,-0.317,-1.143,0.104,0.594,0,1.0,-0.34,-1.329,0.116,0.688,0.23,1.9
26,31,-0.34,-1.329,0.116,0.688,1,1.0,-0.367,-1.144,0.13,0.614,0.23,1.9
26,32,-0.367,-1.144,0.13,0.614,1,1.0,-0.39,-0.959,0.142,0.542,0.23,1.9
26,33,-0.39,-0.959,0.142,0.542,0,1.0,-0.409,-1.145,0.153,0.639,0.23,1.9
26,34,-0.409,-1.145,0.153,0.639,0,1.0,-0.432,-1.331,0.166,0.737,0.23,1.9
26,35,-0.432,-1.331,0.166,0.737,0,1.0,-0.458,-1.518,0.181,0.835,0.23,1.9
26,36,-0.458,-1.518,0.181,0.835,1,1.0,-0.489,-1.333,0.197,0.768,0.23,1.9
26,37,-0.489,-1.333,0.197,0.768,0,1.0,-0.515,-1.519,0.213,0.869,0.23,1.9
27,0,0.02,-0.019,-0.038,-0.018,0,1.0,0.019,-0.221,-0.038,0.429,0.61,0.5
27,1,0.019,-0.221,-0.038,0.429,1,1.0,0.015,-0.017,-0.03,-0.056,0.61,0.5
27,2,0.015,-0.017,-0.03,-0.056,1,1.0,0.015,0.187,-0.031,-0.537,0.61,0.5
27,3,0.015,0.187,-0.031,-0.537,0,1.0,0.018,-0.016,-0.042,-0.086,0.61,0.5
27,4,0.018,-0.016,-0.042,-0.086,0,1.0,0.018,-0.218,-0.043,0.359,0.61,0.5
27,5,0.018,-0.218,-0.043,0.359,1,1.0,0.014,-0.014,-0.036,-0.129,0.61,0.5
27,6,0.014,-0.014,-0.036,-0.129,0,1.0,0.013,-0.216,-0.039,0.319,0.61,0.5
27,7,0.013,-0.216,-0.039,0.319,1,1.0,0.009,-0.012,-0.032,-0.166,0.61,0.5
27,8,0.009,-0.012,-0.032,-0.166,0,1.0,0.009,-0.214,-0.036,0.284,0.61,0.5
27,9,0.009,-0.214,-0.036,0.284,1,1.0,0.005,-0.01,-0.03,-0.2,0.61,0.5
27,10,0.005,-0.01,-0.03,-0.2,0,1.0,0.004,-0.213,-0.034,0.251,0.61,0.5
27,11,0.004,-0.213,-0.034,0.251,0,1.0,0.0,-0.415,-0.029,0.7,0.61,0.5
27,12,0.0,-0.415,-0.029,0.7,0,1.0,-0.008,-0.617,-0.015,1.152,0.61,0.5
27,13,-0.008,-0.617,-0.015,1.152,1,1.0,-0.02,-0.414,0.008,0.678,0.61,0.5
27,14,-0.02,-0.414,0.008,0.678,1,1.0,-0.029,-0.211,0.022,0.215,0.61,0.5
27,15,-0.029,-0.211,0.022,0.215,0,1.0,-0.033,-0.415,0.026,0.693,0.61,0.5
27,16,-0.033,-0.415,0.026,0.693,1,1.0,-0.041,-0.212,0.04,0.24,0.61,0.5
27,17,-0.041,-0.212,0.04,0.24,1,1.0,-0.046,-0.01,0.045,-0.206,0.61,0.5
27,18,-0.046,-0.01,0.045,-0.206,0,1.0,-0.046,-0.214,0.041,0.282,0.61,0.5
27,19,-0.046,-0.214,0.041,0.282,1,1.0,-0.05,-0.012,0.046,-0.164,0.61,0.5
27,20,-0.05,-0.012,0.046,-0.164,0,1.0,-0.05,-0.216,0.043,0.325,0.61,0.5
27,21,-0.05,-0.216,0.043,0.325,1,1.0,-0.055,-0.014,0.049,-0.119,0.61,0.5
27,22,-0.055,-0.014,0.049,-0.119,0,1.0,-0.055,-0.218,0.047,0.371,0.61,0.5
27,23,-0.055,-0.218,0.047,0.371,1,1.0,-0.059,-0.016,0.055,-0.071,0.61,0.5
27,24,-0.059,-0.016,0.055,-0.071,0,1.0,-0.06,-0.22,0.053,0.422,0.61,0.5
27,25,-0.06,-0.22,0.053,0.422,0,1.0,-0.064,-0.425,0.062,0.914,0.61,0.5
27,26,-0.064,-0.425,0.062,0.914,1,1.0,-0.072,-0.223,0.08,0.48,0.61,0.5
27,27,-0.072,-0.223,0.08,0.48,0,1.0,-0.077,-0.428,0.089,0.983,0.61,0.5
27,28,-0.077,-0.428,0.089,0.983,1,1.0,-0.085,-0.227,0.109,0.565,0.61,0.5
27,29,-0.085,-0.227,0.109,0.565,0,1.0,-0.09,-0.432,0.12,1.08,0.61,0.5
27,30,-0.09,-0.432,0.12,1.08,0,1.0,-0.099,-0.637,0.142,1.598,0.61,0.5
27,31,-0.099,-0.637,0.142,1.598,0,1.0,-0.111,-0.842,0.174,2.123,0.61,0.5
27,32,-0.111,-0.842,0.174,2.123,1,1.0,-0.128,-0.643,0.216,1.756,0.61,0.5
28,0,0.035,0.038,0.027,-0.047,1,1.0,0.036,0.227,0.026,-0.189,0.1,1.0
28,1,0.036,0.227,0.026,-0.189,1,1.0,0.04,0.415,0.022,-0.331,0.1,1.0
28,2,0.04,0.415,0.022,-0.331,0,1.0,0.049,0.226,0.015,-0.181,0.1,1.0
28,3,0.049,0.226,0.015,-0.181,0,1.0,0.053,0.038,0.012,-0.033,0.1,1.0
28,4,0.053,0.038,0.012,-0.033,0,1.0,0.054,-0.151,0.011,0.116,0.1,1.0
28,5,0.054,-0.151,0.011,0.116,1,1.0,0.051,0.038,0.013,-0.029,0.1,1.0
28,6,0.051,0.038,0.013,-0.029,1,1.0,0.052,0.226,0.013,-0.173,0.1,1.0
28,7,0.052,0.226,0.013,-0.173,0,1.0,0.056,0.038,0.009,-0.025,0.1,1.0
28,8,0.056,0.038,0.009,-0.025,0,1.0,0.057,-0.151,0.009,0.123,0.1,1.0
28,9,0.057,-0.151,0.009,0.123,0,1.0,0.054,-0.34,0.011,0.271,0.1,1.0
28,10,0.054,-0.34,0.011,0.271,1,1.0,0.047,-0.151,0.017,0.126,0.1,1.0
28,11,0.047,-0.151,0.017,0.126,0,1.0,0.044,-0.34,0.019,0.275,0.1,1.0
28,12,0.044,-0.34,0.019,0.275,0,1.0,0.037,-0.528,0.025,0.424,0.1,1.0
28,13,0.037,-0.528,0.025,0.424,1,1.0,0.027,-0.34,0.033,0.282,0.1,1.0
28,14,0.027,-0.34,0.033,0.282,0,1.0,0.02,-0.529,0.039,0.433,0.1,1.0
28,15,0.02,-0.529,0.039,0.433,1,1.0,0.01,-0.341,0.047,0.293,0.1,1.0
28,16,0.01,-0.341,0.047,0.293,0,1.0,0.003,-0.529,0.053,0.447,0.1,1.0
28,17,0.003,-0.529,0.053,0.447,0,1.0,-0.008,-0.718,0.062,0.601,0.1,1.0
28,18,-0.008,-0.718,0.062,0.601,1,1.0,-0.022,-0.53,0.074,0.465,0.1,1.0
28,19,-0.022,-0.53,0.074,0.465,1,1.0,-0.033,-0.342,0.084,0.331,0.1,1.0
28,20,-0.033,-0.342,0.084,0.331,1,1.0,-0.04,-0.154,0.09,0.198,0.1,1.0
28,21,-0.04,-0.154,0.09,0.198,0,1.0,-0.043,-0.343,0.094,0.358,0.1,1.0
28,22,-0.043,-0.343,0.094,0.358,1,1.0,-0.05,-0.156,0.101,0.227,0.1,1.0
28,23,-0.05,-0.156,0.101,0.227,1,1.0,-0.053,0.032,0.106,0.098,0.1,1.0
28,24,-0.053,0.032,0.106,0.098,1,1.0,-0.052,0.22,0.108,-0.031,0.1,1.0
28,25,-0.052,0.22,0.108,-0.031,1,1.0,-0.048,0.407,0.107,-0.159,0.1,1.0
28,26,-0.048,0.407,0.107,-0.159,1,1.0,-0.04,0.595,0.104,-0.288,0.1,1.0
28,27,-0.04,0.595,0.104,-0.288,1,1.0,-0.028,0.783,0.098,-0.417,0.1,1.0
28,28,-0.028,0.783,0.098,-0.417,1,1.0,-0.012,0.97,0.09,-0.547,0.1,1.0
28,29,-0.012,0.97,0.09,-0.547,0,1.0,0.007,0.781,0.079,-0.387,0.1,1.0
28,30,0.007,0.781,0.079,-0.387,0,1.0,0.023,0.592,0.071,-0.229,0.1,1.0
28,31,0.023,0.592,0.071,-0.229,1,1.0,0.035,0.78,0.067,-0.364,0.1,1.0
28,32,0.035,0.78,0.067,-0.364,0,1.0,0.05,0.591,0.059,-0.207,0.1,1.0
28,33,0.05,0.591,0.059,-0.207,0,1.0,0.062,0.402,0.055,-0.052,0.1,1.0
28,34,0.062,0.402,0.055,-0.052,1,1.0,0.07,0.59,0.054,-0.189,0.1,1.0
28,35,0.07,0.59,0.054,-0.189,0,1.0,0.082,0.402,0.05,-0.035,0.1,1.0
28,36,0.082,0.402,0.05,-0.035,0,1.0,0.09,0.213,0.05,0.119,0.1,1.0
28,37,0.09,0.213,0.05,0.119,0,1.0,0.094,0.024,0.052,0.273,0.1,1.0
28,38,0.094,0.024,0.052,0.273,0,1.0,0.095,-0.165,0.057,0.428,0.1,1.0
28,39,0.095,-0.165,0.057,0.428,0,1.0,0.092,-0.354,0.066,0.583,0.1,1.0
28,40,0.092,-0.354,0.066,0.583,0,1.0,0.085,-0.543,0.078,0.739,0.1,1.0
28,41,0.085,-0.543,0.078,0.739,0,1.0,0.074,-0.732,0.092,0.897,0.1,1.0
28,42,0.074,-0.732,0.092,0.897,1,1.0,0.059,-0.544,0.11,0.766,0.1,1.0
28,43,0.059,-0.544,0.11,0.766,0,1.0,0.048,-0.733,0.126,0.929,0.1,1.0
28,44,0.048,-0.733,0.126,0.929,1,1.0,0.033,-0.545,0.144,0.803,0.1,1.0
28,45,0.033,-0.545,0.144,0.803,0,1.0,0.023,-0.734,0.16,0.97,0.1,1.0
28,46,0.023,-0.734,0.16,0.97,0,1.0,0.008,-0.924,0.18,1.14,0.1,1.0
28,47,0.008,-0.924,0.18,1.14,1,1.0,-0.011,-0.737,0.203,1.024,0.1,1.0
28,48,-0.011,-0.737,0.203,1.024,1,1.0,-0.025,-0.55,0.223,0.912,0.1,1.0
29,0,-0.045,0.001,0.002,-0.023,0,1.0,-0.045,-0.186,0.001,0.081,0.1,1.4
29,1,-0.045,-0.186,0.001,0.081,1,1.0,-0.049,0.001,0.003,-0.023,0.1,1.4
29,2,-0.049,0.001,0.003,-0.023,1,1.0,-0.049,0.187,0.003,-0.127,0.1,1.4
29,3,-0.049,0.187,0.003,-0.127,0,1.0,-0.045,0.001,0.0,-0.022,0.1,1.4
29,4,-0.045,0.001,0.0,-0.022,0,1.0,-0.045,-0.186,-0.0,0.082,0.1,1.4
29,5,-0.045,-0.186,-0.0,0.082,1,1.0,-0.049,0.001,0.001,-0.022,0.1,1.4
29,6,-0.049,0.001,0.001,-0.022,1,1.0,-0.049,0.187,0.001,-0.127,0.1,1.4
29,7,-0.049,0.187,0.001,-0.127,0,1.0,-0.045,0.001,-0.002,-0.022,0.1,1.4
29,8,-0.045,0.001,-0.002,-0.022,0,1.0,-0.045,-0.186,-0.002,0.082,0.1,1.4
29,9,-0.045,-0.186,-0.002,0.082,1,1.0,-0.049,0.001,-0.001,-0.023,0.1,1.4
29,10,-0.049,0.001,-0.001,-0.023,1,1.0,-0.049,0.187,-0.001,-0.127,0.1,1.4
29,11,-0.049,0.187,-0.001,-0.127,0,1.0,-0.045,0.001,-0.004,-0.023,0.1,1.4
29,12,-0.045,0.001,-0.004,-0.023,0,1.0,-0.045,-0.186,-0.004,0.081,0.1,1.4
29,13,-0.045,-0.186,-0.004,0.081,1,1.0,-0.049,0.001,-0.002,-0.024,0.1,1.4
29,14,-0.049,0.001,-0.002,-0.024,0,1.0,-0.049,-0.186,-0.003,0.081,0.1,1.4
29,15,-0.049,-0.186,-0.003,0.081,0,1.0,-0.052,-0.372,-0.001,0.185,0.1,1.4
29,16,-0.052,-0.372,-0.001,0.185,1,1.0,-0.06,-0.186,0.002,0.08,0.1,1.4
29,17,-0.06,-0.186,0.002,0.08,1,1.0,-0.063,0.001,0.004,-0.024,0.1,1.4
29,18,-0.063,0.001,0.004,-0.024,1,1.0,-0.063,0.187,0.004,-0.128,0.1,1.4
29,19,-0.063,0.187,0.004,-0.128,1,1.0,-0.06,0.374,0.001,-0.232,0.1,1.4
29,20,-0.06,0.374,0.001,-0.232,1,1.0,-0.052,0.56,-0.004,-0.337,0.1,1.4
29,21,-0.052,0.56,-0.004,-0.337,0,1.0,-0.041,0.374,-0.01,-0.233,0.1,1.4
29,22,-0.041,0.374,-0.01,-0.233,0,1.0,-0.034,0.187,-0.015,-0.129,0.1,1.4
29,23,-0.034,0.187,-0.015,-0.129,0,1.0,-0.03,0.001,-0.018,-0.026,0.1,1.4
29,24,-0.03,0.001,-0.018,-0.026,0,1.0,-0.03,-0.186,-0.018,0.076,0.1,1.4
29,25,-0.03,-0.186,-0.018,0.076,0,1.0,-0.033,-0.372,-0.017,0.179,0.1,1.4
29,26,-0.033,-0.372,-0.017,0.179,0,1.0,-0.041,-0.559,-0.013,0.281,0.1,1.4
29,27,-0.041,-0.559,-0.013,0.281,0,1.0,-0.052,-0.745,-0.007,0.384,0.1,1.4
29,28,-0.052,-0.745,-0.007,0.384,0,1.0,-0.067,-0.932,0.0,0.488,0.1,1.4
29,29,-0.067,-0.932,0.0,0.488,0,1.0,-0.086,-1.118,0.01,0.592,0.1,1.4
29,30,-0.086,-1.118,0.01,0.592,0,1.0,-0.108,-1.305,0.022,0.698,0.1,1.4
29,31,-0.108,-1.305,0.022,0.698,0,1.0,-0.134,-1.492,0.036,0.805,0.1,1.4
29,32,-0.134,-1.492,0.036,0.805,0,1.0,-0.164,-1.678,0.052,0.914,0.1,1.4
29,33,-0.164,-1.678,0.052,0.914,1,1.0,-0.197,-1.492,0.07,0.815,0.1,1.4
29,34,-0.197,-1.492,0.07,0.815,1,1.0,-0.227,-1.306,0.087,0.719,0.1,1.4
29,35,-0.227,-1.306,0.087,0.719,0,1.0,-0.253,-1.493,0.101,0.832,0.1,1.4
29,36,-0.253,-1.493,0.101,0.832,1,1.0,-0.283,-1.307,0.118,0.74,0.1,1.4
29,37,-0.283,-1.307,0.118,0.74,1,1.0,-0.309,-1.121,0.132,0.649,0.1,1.4
29,38,-0.309,-1.121,0.132,0.649,0,1.0,-0.332,-1.308,0.145,0.768,0.1,1.4
29,39,-0.332,-1.308,0.145,0.768,0,1.0,-0.358,-1.495,0.161,0.887,0.1,1.4
29,40,-0.358,-1.495,0.161,0.887,0,1.0,-0.388,-1.682,0.178,1.008,0.1,1.4
29,41,-0.388,-1.682,0.178,1.008,1,1.0,-0.422,-1.496,0.199,0.925,0.1,1.4
29,42,-0.422,-1.496,0.199,0.925,1,1.0,-0.451,-1.311,0.217,0.845,0.1,1.4
30,0,-0.026,-0.007,-0.041,0.009,0,1.0,-0.027,-0.201,-0.041,0.275,0.87,1.2
30,1,-0.027,-0.201,-0.041,0.275,1,1.0,-0.031,-0.006,-0.035,-0.015,0.87,1.2
30,2,-0.031,-0.006,-0.035,-0.015,1,1.0,-0.031,0.189,-0.035,-0.304,0.87,1.2
30,3,-0.031,0.189,-0.035,-0.304,1,1.0,-0.027,0.384,-0.041,-0.594,0.87,1.2
30,4,-0.027,0.384,-0.041,-0.594,0,1.0,-0.019,0.19,-0.053,-0.328,0.87,1.2
30,5,-0.019,0.19,-0.053,-0.328,1,1.0,-0.015,0.385,-0.06,-0.621,0.87,1.2
30,6,-0.015,0.385,-0.06,-0.621,1,1.0,-0.008,0.58,-0.072,-0.917,0.87,1.2
30,7,-0.008,0.58,-0.072,-0.917,0,1.0,0.004,0.387,-0.091,-0.662,0.87,1.2
30,8,0.004,0.387,-0.091,-0.662,0,1.0,0.012,0.194,-0.104,-0.414,0.87,1.2
30,9,0.012,0.194,-0.104,-0.414,0,1.0,0.015,0.001,-0.112,-0.171,0.87,1.2
30,10,0.015,0.001,-0.112,-0.171,0,1.0,0.016,-0.192,-0.116,0.069,0.87,1.2
30,11,0.016,-0.192,-0.116,0.069,0,1.0,0.012,-0.384,-0.114,0.307,0.87,1.2
30,12,0.012,-0.384,-0.114,0.307,1,1.0,0.004,-0.189,-0.108,0.001,0.87,1.2
30,13,0.004,-0.189,-0.108,0.001,1,1.0,0.0,0.007,-0.108,-0.304,0.87,1.2
30,14,0.0,0.007,-0.108,-0.304,1,1.0,0.0,0.203,-0.114,-0.609,0.87,1.2
30,15,0.0,0.203,-0.114,-0.609,0,1.0,0.004,0.01,-0.126,-0.371,0.87,1.2
30,16,0.004,0.01,-0.126,-0.371,0,1.0,0.005,-0.182,-0.134,-0.137,0.87,1.2
30,17,0.005,-0.182,-0.134,-0.137,1,1.0,0.001,0.013,-0.136,-0.446,0.87,1.2
30,18,0.001,0.013,-0.136,-0.446,1,1.0,0.001,0.209,-0.145,-0.755,0.87,1.2
30,19,0.001,0.209,-0.145,-0.755,1,1.0,0.005,0.405,-0.161,-1.065,0.87,1.2
30,20,0.005,0.405,-0.161,-1.065,0,1.0,0.014,0.213,-0.182,-0.846,0.87,1.2
30,21,0.014,0.213,-0.182,-0.846,0,1.0,0.018,0.022,-0.199,-0.635,0.87,1.2
30,22,0.018,0.022,-0.199,-0.635,1,1.0,0.018,0.217,-0.211,-0.951,0.87,1.2
31,0,0.04,-0.043,0.017,-0.003,0,1.0,0.039,-0.264,0.017,0.85,0.87,0.4
31,1,0.039,-0.264,0.017,0.85,0,1.0,0.034,-0.484,0.034,1.703,0.87,0.4
31,2,0.034,-0.484,0.034,1.703,0,1.0,0.024,-0.705,0.068,2.57,0.87,0.4
31,3,0.024,-0.705,0.068,2.57,0,1.0,0.01,-0.927,0.12,3.46,0.87,0.4
31,4,0.01,-0.927,0.12,3.46,0,1.0,-0.008,-1.149,0.189,4.375,0.87,0.4
31,5,-0.008,-1.149,0.189,4.375,1,1.0,-0.031,-0.936,0.276,3.739,0.87,0.4
32,0,-0.034,0.007,-0.012,-0.018,1,1.0,-0.034,0.208,-0.013,-0.429,0.92,0.9
32,1,-0.034,0.208,-0.013,-0.429,1,1.0,-0.03,0.408,-0.021,-0.841,0.92,0.9
32,2,-0.03,0.408,-0.021,-0.841,1,1.0,-0.022,0.609,-0.038,-1.257,0.92,0.9
32,3,-0.022,0.609,-0.038,-1.257,1,1.0,-0.009,0.81,-0.063,-1.678,0.92,0.9
32,4,-0.009,0.81,-0.063,-1.678,0,1.0,0.007,0.611,-0.097,-1.303,0.92,0.9
32,5,0.007,0.611,-0.097,-1.303,1,1.0,0.019,0.812,-0.123,-1.742,0.92,0.9
32,6,0.019,0.812,-0.123,-1.742,1,1.0,0.035,1.014,-0.158,-2.187,0.92,0.9
32,7,0.035,1.014,-0.158,-2.187,0,1.0,0.056,0.817,-0.201,-1.867,0.92,0.9
32,8,0.056,0.817,-0.201,-1.867,1,1.0,0.072,1.018,-0.239,-2.321,0.92,0.9
33,0,-0.006,0.007,0.041,-0.025,1,1.0,-0.005,0.195,0.04,-0.172,0.03,0.9
33,1,-0.005,0.195,0.04,-0.172,1,1.0,-0.002,0.384,0.037,-0.32,0.03,0.9
33,2,-0.002,0.384,0.037,-0.32,0,1.0,0.006,0.195,0.03,-0.159,0.03,0.9
33,3,0.006,0.195,0.03,-0.159,1,1.0,0.01,0.383,0.027,-0.309,0.03,0.9
